0,0.0890089,0.0164162,0.670174,0.0608577,0.877075,0.11681,0.375468,0.230328,1,0.175885,0.0632931,0.135364,0.52052,0.148701,0.123591,0.128654,0.0847764,0.106158,0.193697,0.0476491,0.037719,0.0471637,0.129544,0.0401616,0.0628617,0.0259857,0.0757889,0.0593662,0.0881137,0.164751,0.0601149,1
0,0.0891071,0.016224,0.673476,0.063509,0.888575,0.11765,0.348276,0.192805,1,0.166264,0.0399992,0.103016,0.50129,0.123657,0.183031,0.139129,0.0929508,0.0867544,0.216942,0.0526963,0.0481827,0.0495323,0.122372,0.0305294,0.0752832,0.0282551,0.0621174,0.0413092,0.0676328,0.11712,0.0994945,1
0,0.0933586,0.0268886,0.687784,0.150494,0.917076,0.109512,0.344588,0.328928,1,0.249408,0.0527337,0.233877,0.503022,0.185616,0.157683,0.153908,0.0652814,0.114151,0.172938,0.0941696,0.0503504,0.0679702,0.104593,0.0916282,0.0640601,0.00688277,0.0467175,0.115503,0.107918,0.14215,0.0430741,2
0,0.0972367,0.0207882,0.69981,0.113805,0.956031,0.086953,0.301377,0.275376,1,0.250418,0.0996582,0.171627,0.555196,0.16316,0.159095,0.139793,0.0849215,0.107457,0.198606,0.0483024,0.0584714,0.0521101,0.118704,0.0698697,0.0732937,0.0159036,0.0435503,0.0382393,0.144237,0.0802046,0.145909,1
0,0.139537,0.166533,0.283685,0.0760767,0.635652,0.413547,0.883126,0.938241,0.884323,1,0.373742,0.313688,0.461833,0.951762,0.247423,0.695282,0.463916,0.297965,0.602574,0.460512,0.334476,0.0496316,0.153199,0.233324,0.24581,0.335366,0.367649,0.392915,0.407506,0.478699,0.438966,3
0,0.133854,0.161558,0.283824,0.0642023,0.641358,0.383743,0.862726,0.847862,0.819422,1,0.338492,0.194525,0.508792,0.889937,0.188775,0.647675,0.487114,0.239859,0.541212,0.582964,0.465085,0.147463,0.174159,0.15977,0.189431,0.249738,0.335903,0.36073,0.36345,0.457619,0.450904,3
0,0.13097,0.159436,0.273782,0.0629977,0.63734,0.406859,0.851452,0.843072,0.808238,1,0.354875,0.196494,0.416732,0.983792,0.173372,0.584043,0.529004,0.333527,0.408213,0.439349,0.354015,0.0811094,0.138186,0.248374,0.215637,0.312663,0.360796,0.387609,0.367382,0.477307,0.445746,3
0,0.131508,0.22359,0.562483,0.28196,0.524104,1,0.435503,0.379014,0.686418,0.428851,0.550421,0.296145,0.0768385,0.176867,0.0966492,0.164928,0.0956101,0.200892,0.0898638,0.134536,0.0988446,0.0580068,0.206105,0.152776,0.172935,0.186586,0.0910888,0.0406879,0.0683001,0.0651162,0.125946,4
0,0.134221,0.219217,0.537956,0.76917,0.821097,0.860932,0.889416,0.13262,0.432541,0.159678,1,0.707686,0.199911,0.133016,0.173438,0.0702664,0.21618,0.19108,0.354783,0.18065,0.0675328,0.0753291,0.0979233,0.136489,0.132283,0.141315,0.150061,0.204977,0.131766,0.0942483,0.102906,4
0,0.124726,0.21299,0.384695,1,0.963683,0.276606,0.673222,0.283041,0.248709,0.540095,0.586296,0.725597,0.429373,0.199667,0.211758,0.165773,0.157992,0.277774,0.142235,0.205756,0.203751,0.0196404,0.098436,0.0695405,0.0825762,0.101529,0.143738,0.124658,0.102499,0.139089,0.130489,5
0,0.144721,0.255297,0.436286,1,0.718107,0.500062,0.436959,0.504253,0.130229,0.399053,0.707729,0.306593,0.442091,0.330223,0.137996,0.0744312,0.312854,0.257454,0.16261,0.234556,0.176116,0.135165,0.27097,0.211326,0.250724,0.185573,0.151108,0.0795158,0.0509866,0.0575033,0.115927,4
